docx_name,guideline_key,id,control_description,control_requirement
ICT Operations Guideline_v2.0,ict operations,16.3,Recovery Time Objectives (RTO) and Recovery Point Objectives (RPO),The RTO for mission-critical functions must not be longer than two hours.
ICT Operations Guideline_v2.0,ict operations,16.4,Recovery Time Objectives (RTO) and Recovery Point Objectives (RPO),"Trading venues must resume trading within or close to two hours of a disruptive incident, irrespective of the function's criticality or importance, with data loss from IT services minimized to near zero."
ICT Operations Guideline_v2.0,ict operations,17,Continuous Improvement,It must be ensured that the backup procedures are reviewed and improved.
ICT Operations Guideline_v2.0,ict operations,17.1,Continuous Improvement,"At least once a year, the efficiency and completeness of backup procedures should be validated."
ICT Operations Guideline_v2.0,ict operations,17.1.1,Continuous Improvement,"This involves demonstrating the successful restoration of an IT service following a failure, using a risk-based approach."
ICT Operations Guideline_v2.0,ict operations,17.1.2,Continuous Improvement,The outcomes of validating the backup procedures must be recorded in a report.
ICT Operations Guideline_v2.0,ict operations,18,ICT Service Continuity Plans,"ICT service continuity plans, procedures and mechanisms must be designed and implemented."
ICT Operations Guideline_v2.0,ict operations,18.1,ICT Service Continuity Plans,"ICT service continuity plans, procedures and processes must be developed, tested, reviewed, and implemented."
ICT Operations Guideline_v2.0,ict operations,18.2,ICT Service Continuity Plans,"Based on BIA results specific activation, deactivation and exception criteria for the ICT service continuity plans must be established."
ICT Operations Guideline_v2.0,ict operations,18.3,ICT Service Continuity Plans,ICT service continuity plans must include:
ICT Operations Guideline_v2.0,ict operations,18.3.1,ICT Service Continuity Plans,"Actions that need to be taken to ensure availability, integrity, continuity, and recovery of at least ICT Systems and services supporting critical or important functions."
ICT Operations Guideline_v2.0,ict operations,18.3.2,ICT Service Continuity Plans,Structure to limit the damage and meet the defined RTOs and RPOs.
ICT Operations Guideline_v2.0,ict operations,18.3.3,ICT Service Continuity Plans,Specific containment measures and technologies suitable for each type of incident to minimize the impact.
ICT Operations Guideline_v2.0,ict operations,18.3.4,ICT Service Continuity Plans,"Quick estimation of preliminary impacts, damages, and losses upon activation of plans."
ICT Operations Guideline_v2.0,ict operations,18.3.5,ICT Service Continuity Plans,Prioritization of ICT Service Continuity actions on a risk-based approach.
ICT Operations Guideline_v2.0,ict operations,18.3.6,ICT Service Continuity Plans,Definition of clear roles and responsibilities.
ICT Operations Guideline_v2.0,ict operations,18.3.7,ICT Service Continuity Plans,Short-term and long-term recovery options including partial system recovery.
ICT Operations Guideline_v2.0,ict operations,18.3.8,ICT Service Continuity Plans,Objectives and the conditions for successful execution.
ICT Operations Guideline_v2.0,ict operations,18.3.9,ICT Service Continuity Plans,Available documentation for relevant users also in case of emergency.
ICT Operations Guideline_v2.0,ict operations,18.3.10,ICT Service Continuity Plans,"Acceptable loss to availability of information and services, in the event of a disaster."
ICT Operations Guideline_v2.0,ict operations,18.3.11,ICT Service Continuity Plans,"Implementation and maintenance of ICT risk framework or compensating controls, in the event of a disaster."
ICT Operations Guideline_v2.0,ict operations,18.3.12,ICT Service Continuity Plans,"Emergency procedures, manual fallback plans, and resumption plans to restore the infrastructure services."
ICT Operations Guideline_v2.0,ict operations,18.4,ICT Service Continuity Plans,"The plans must consider alternative options if the primary recovery measures may not be feasible in the short-term due to costs, risks, logistics, or unforeseen circumstances."
ICT Operations Guideline_v2.0,ict operations,18.5,ICT Service Continuity Plans,The plans must consider and implement continuity measures to mitigate failures of ICT third-party service providers of ICT services supporting critical or important functions.
ICT Operations Guideline_v2.0,ict operations,18.6,ICT Service Continuity Plans,"Relevant documentation that supports the ICT service continuity plans must be developed, identified, acquired, made available to authorized stakeholders and reviewed periodically."
ICT Operations Guideline_v2.0,ict operations,18.7,ICT Service Continuity Plans,The ICT service continuity plans must be updated at defined intervals.
ICT Operations Guideline_v2.0,ict operations,19,ICT Service Continuity Plans Testing,It must be ensured that ICT service continuity plans as well as procedures are appropriately tested.
ICT Operations Guideline_v2.0,ict operations,19.1,ICT Service Continuity Plans Testing,It must be ensured that ICT service continuity plans are tested at least annually or after a significant change to ICT Systems supporting critical or important functions.
ICT Operations Guideline_v2.0,ict operations,19.2,ICT Service Continuity Plans Testing,"The tests must include procedures to verify that personnel, third party ICT service providers, ICT Systems and services respond to failure scenarios by achieving the defined RTOs and RPOs."
ICT Operations Guideline_v2.0,ict operations,19.3,ICT Service Continuity Plans Testing,Those tests must consider results of the Business Impact Analysis (BIA) and ICT Risk Assessment (for details refer to ICT Risk Management Guideline).
ICT Operations Guideline_v2.0,ict operations,19.4,ICT Service Continuity Plans Testing,"It must be ensured that all IT assets supporting critical functions or having the highest availability requirements, as identified by the BIA, are included in the scope of annual testing."
ICT Operations Guideline_v2.0,ict operations,19.5,ICT Service Continuity Plans Testing,Testing must be based on possible failure scenarios which must be developed using current information of threats and on lessons learned from previous business interruptions including severe business disruptions and increased likelihood of occurrence of disruption.
ICT Operations Guideline_v2.0,ict operations,19.6,ICT Service Continuity Plans Testing,"Following scenarios must be considered: Cyber-attacks and switchovers between the primary ICT infrastructure and the redundant capacity, backups, and redundant facilities. Scenarios in which the quality of the provision of a critical or important function deteriorates to an unacceptable level or fails Scenarios linked to insolvency or failures of ICT third-party service providers. Partial or total failure of premises including office and business premises and data centers. Substantial failure of IT assets or of the communication infrastructure. The non-availability of a critical number of staff or staff members in charge of guaranteeing the continuity of operations. Impact of climate change and environment degradation related events, natural disasters, pandemic, and physical attacks, including intrusions and terrorist attacks. Insider attacks. Political and social instability, including, where relevant, in the jurisdiction from where the ICT third-party service provider provides its services and the location where the data is stored and processed. Widespread power outages."
ICT Operations Guideline_v2.0,ict operations,19.7,ICT Service Continuity Plans Testing,The scenarios must be regularly updated and reviewed.
ICT Operations Guideline_v2.0,ict operations,19.8,ICT Service Continuity Plans Testing,"Tests of ICT service continuity plans must be designed to challenge the assumptions and scenarios on which the plans are based on, including governance arrangements and crisis communication plans."
ICT Operations Guideline_v2.0,ict operations,19.9,ICT Service Continuity Plans Testing,"The tests must include procedures to verify that personnel, third party ICT service providers, ICT Systems and services respond appropriately to the possible failure scenarios."
ICT Operations Guideline_v2.0,ict operations,19.10,ICT Service Continuity Plans Testing,"Testing the ICT service continuity plan must include the involvement of appropriate participation of stakeholders, external providers, and relevant institutions."
ICT Operations Guideline_v2.0,ict operations,19.11,ICT Service Continuity Plans Testing,"Test results must be documented, and any deficiencies must be analyzed, managed, followed-up, timely resolved, and reported to management."
ICT Operations Guideline_v2.0,ict operations,20,Data and ICT System Security Procedures,It must be ensured that data and ICT System security procedures are in place.
ICT Operations Guideline_v2.0,ict operations,20.1,Data and ICT System Security Procedures,"Procedures to secure data and ICT Systems must be developed, documented, and implemented."
ICT Operations Guideline_v2.0,ict operations,20.2,Data and ICT System Security Procedures,Those data and ICT System security procedures must ensure the identification of:
ICT Operations Guideline_v2.0,ict operations,20.2.1,Data and ICT System Security Procedures,"Secure configuration baselines for IT Assets, aimed at minimizing exposure to cyber threats, along with measures to regularly verify the effective deployment of these baselines."
ICT Operations Guideline_v2.0,ict operations,20.2.2,Data and ICT System Security Procedures,"Security measures to ensure that only authorized software is installed on ICT Systems, End User Devices and Mobile Devices."
ICT Operations Guideline_v2.0,ict operations,20.2.3,Data and ICT System Security Procedures,Security measures to ensure that only authorized ICT Systems and Devices are used to transfer and store data.
ICT Operations Guideline_v2.0,ict operations,20.3,Data and ICT System Security Procedures,"Hardening baselines must be defined, documented, implemented and regularly reviewed for all infrastructure types in Red or Yellow Segregation Area."
ICT Operations Guideline_v2.0,ict operations,20.4,Data and ICT System Security Procedures,"As part of those procedures’ requirements for a management solution for remote management and remote wipe of data of legal entity owned Mobile Devices must be established ensuring the following: Remote wipe of business data stored on the Mobile Devices LE owned Mobile Devices can be remotely disabled, erased, or locked"
ICT Operations Guideline_v2.0,ict operations,20.5,Data and ICT System Security Procedures,"The procedures must include requirements for the use of security mechanisms that cannot be altered, removed, or circumvented by People or third-party ICT providers in an unauthorized manner."
ICT Operations Guideline_v2.0,ict operations,20.6,Data and ICT System Security Procedures,The procedures must include requirements for the exclusive authorization of the use of removable media if the residual ICT risk is within the defined risk tolerance levels (in accordance with the ICT Risk Management Guideline).
ICT Operations Guideline_v2.0,ict operations,20.7,Data and ICT System Security Procedures,The implementation of security measures in the data and ICT System security procedure must ensure that remote-working and the use of private endpoint devices does not adversely impact ICT security.
ICT Operations Guideline_v2.0,ict operations,20.8,Data and ICT System Security Procedures,"Configurations of IT assets must be defined, documented, implemented, monitored, and reviewed."
ICT Operations Guideline_v2.0,ict operations,20.9,Data and ICT System Security Procedures,"The application of the defined configurations of IT Assets must be monitored during their entire lifetime, and deviations must be prevented or reported if they occur."
ICT Operations Guideline_v2.0,ict operations,20.10,Data and ICT System Security Procedures,"ICT Systems must incorporate industry’s best practices and vendors recommended security settings, where applicable."
ICT Operations Guideline_v2.0,ict operations,21,Mobile Device Management,It must be ensured that mobile devices are managed.
ICT Operations Guideline_v2.0,ict operations,21.1,Mobile Device Management,"All legal entity owned mobile devices, which have access to internal networks, network services and business information must be approved, registered, controlled, and managed for the use (for details on the Asset Inventory, please refer to the ICT Asset Management Guideline)."
ICT Operations Guideline_v2.0,ict operations,21.2,Mobile Device Management,Security baselines must be defined for DBG-owned mobile devices and enforced through mobile device management (MDM).
ICT Operations Guideline_v2.0,ict operations,21.3,Mobile Device Management,Legal entity owned mobile devices must be kept up to date with all relevant security patches.
ICT Operations Guideline_v2.0,ict operations,21.4,Mobile Device Management,"It must be ensured that all legal entity owned mobile devices only run on supported operating systems, i.e., devices are still maintained / receive regular updates by the manufacturer and must not bypass any manufacturer usage restrictions (i.e. jailbreak or rooting)."
ICT Operations Guideline_v2.0,ict operations,21.5,Mobile Device Management,Vulnerabilities of legal entity owned mobile devices must be identified and managed accordingly to the ICT Patch and Vulnerability Management Guideline.
ICT Operations Guideline_v2.0,ict operations,21.6,Mobile Device Management,Legal entity owned mobile devices must be encrypted accordingly to the Encryption and Key Management Guideline.
ICT Operations Guideline_v2.0,ict operations,21.7,Mobile Device Management,Rules governing software installation on legal entity owned mobile devices must be defined and enforced to ensure only authorized applications are installed.
ICT Operations Guideline_v2.0,ict operations,21.8,Mobile Device Management,All legal entity owned mobile devices must be configured to ensure that the device cannot be compromised in the event of unauthorized physical access. At least the following actions must be ensured: Pre-boot authentication must be enabled (only relevant for laptops) USB ports must be disabled for mass storage media Host-based firewall must be installed on all mobile devices and block all inbound traffic/connections except needed connections (relevant for laptops).
ICT Operations Guideline_v2.0,ict operations,21.9,Mobile Device Management,Legal entity owned mobile devices must be configured to ensure that the device cannot be compromised in the event of unauthorized physical access by at least enabling an automatic lock screen and a defined auto-lock timeout to automatically lock after a period of inactivity. Exemptions to this requirement are allowed but must be documented and substantiated by a justification.
ICT Operations Guideline_v2.0,ict operations,21.10,Mobile Device Management,It should be ensured that the mobile devices configuration settings can be recovered.
ICT Operations Guideline_v2.0,ict operations,21.11,Mobile Device Management,"Where privately owned mobile devices (Bring-Your-Own-Devices) are approved to process and store data, appropriate controls must be implemented that ensure a separation of private and business usage supported by a software to protect business data on the private device (relevant for smartphones and tablets)."
ICT Operations Guideline_v2.0,ict operations,21.12,Mobile Device Management,"The secure mobile device management (MDM) of privately-owned mobile devices must be in line with legal entity owned mobile devices. This implies at least the following: Lock screen must be enabled, and auto-lock timeout must be defined to ensure that the mobile device is automatically locked after a period of inactivity Access to stored business data must automatically be locked in case of repeated entry of a wrong passcode (relevant for smartphones and tablets, in accordance with the Identity and Access Management Guideline)"
ICT Operations Guideline_v2.0,ict operations,21.13,Mobile Device Management,"Only authorized mobile devices must be connected to the internal network, excluding guest wi-fi."
ICT Operations Guideline_v2.0,ict operations,21.14,Mobile Device Management,Client operating systems must ensure that no unauthorized software can be run on a client system
ICT Operations Guideline_v2.0,ict operations,21.15,Mobile Device Management,Access to data in the Red and Yellow Segregation Area must be restricted to legal entity owned devices. Access to data in the Blue and Green Segregation Area should be restricted to legal entity owned devices.
ICT Operations Guideline_v2.0,ict operations,22,Secure use,It must be ensured that end users work and communicate securely.
ICT Operations Guideline_v2.0,ict operations,22.1,Secure use,End users working outside of legal entity’s premises including travelling must be aware of the specific risks of remote work and related security requirements.
ICT Operations Guideline_v2.0,ict operations,22.2,Secure use,End users must comply with the following requirements: Lost and returned mobile devices must be returned for inspection of manipulation and malicious code.
ICT Operations Guideline_v2.0,ict operations,22.3,Secure use,"The following actions must not be performed unless they are required for business purposes, for which an approval process must be defined: Make any changes to the software installed on their legal entity owned devices. Download, store, install or run any executable files of external sources. Make any physical changes to the IT assets. The security configuration / security measures of IT assets provided by the legal entity must not be changed, disabled, or bypassed. Download, store, install, or run any programs or executable files from sources other than legal entity internal trusted sources."
ICT Operations Guideline_v2.0,ict operations,23,Anti-malware solution,It must be ensured that endpoints are protected against malware.
ICT Operations Guideline_v2.0,ict operations,23.1,Anti-malware solution,Approved anti-malware protection must be installed on all endpoints if technically feasible.
ICT Operations Guideline_v2.0,ict operations,23.2,Anti-malware solution,"The anti-malware solution must include: Anti-malware protection to ensure that all running software, data and/or connections are protected from malicious code NIDS and NIPS to ensure that all network traffic between network security zones is analyzed to ensure attacks or misuse are actively prevented HIPS and HIDS to ensure infrastructure components are protected against malicious system integrity changes, where technically applicable, or at least to monitor malicious behavior and report it as a security event Sufficient options to connect the solution to the monitoring solution (SIEM or equivalent at the legal entity)"
ICT Operations Guideline_v2.0,ict operations,23.3,Anti-malware solution,The anti-malware solution must always be active when the system is running.
ICT Operations Guideline_v2.0,ict operations,23.4,Anti-malware solution,Anti-malware solutions must always be up to date.
ICT Operations Guideline_v2.0,ict operations,23.5,Anti-malware solution,Anti-malware protection must check all files on endpoints.
ICT Operations Guideline_v2.0,ict operations,23.6,Anti-malware solution,Anti-malware protection on servers must at least scan all transferred files.
ICT Operations Guideline_v2.0,ict operations,23.7,Anti-malware solution,"Signatures or equivalent for next-gen protection (IOC,IOA9 must be updated regularly."
ICT Operations Guideline_v2.0,ict operations,23.8,Anti-malware solution,Security solutions must be approved by the 1st LoD.
ICT Operations Guideline_v2.0,ict operations,24,Clock Synchronization,It must be ensured that the time settings of all IT assets are synchronized and managed.
ICT Operations Guideline_v2.0,ict operations,24.1,Clock Synchronization,A standard reference time for use by all information systems must be defined.
ICT Operations Guideline_v2.0,ict operations,24.2,Clock Synchronization,The clocks of all relevant information processing systems within an organization or security domain must be synchronized to a single reference time source.
ICT Operations Guideline_v2.0,ict operations,24.3,Clock Synchronization,Clock synchronization process must be logged by the information system. Failure to reach the time server or to synchronize time must be automatically reported as a security event.
ICT Operations Guideline_v2.0,ict operations,24.4,Clock Synchronization,"UTC+00:00 must be assigned as the time zone for all log data, if possible."
ICT Operations Guideline_v2.0,ict operations,25,Use of email accounts,It must be ensured that email accounts are used in a secure way.
ICT Operations Guideline_v2.0,ict operations,25.1,Use of email accounts,Email accounts must be used for business purposes only and following requirements must be fulfilled:
ICT Operations Guideline_v2.0,ict operations,25.1.1,Use of email accounts,Emails must not be automatically forwarded to external email addresses.
ICT Operations Guideline_v2.0,ict operations,25.1.2,Use of email accounts,Links (hyperlinks) or attachments in emails whose sender or content does not appear to be trustworthy must not be clicked and must be reported to Cyber Emergency Response Team (CERT).
ICT Operations Guideline_v2.0,ict operations,25.1.3,Use of email accounts,Unsolicited emails should be forwarded to CERT (CERT@deutsche-boerse.com) for further investigation.
ICT Operations Guideline_v2.0,ict operations,25.1.4,Use of email accounts,"Email pop-ups should be turned off during presentations, screen sharing or in a public area."
ICT Operations Guideline_v2.0,ict operations,26,Internet usage,It must be ensured that internet is used in a secure way.
ICT Operations Guideline_v2.0,ict operations,26.1,Internet usage,End users must not use company provided internet access (incl. private browser) for:
ICT Operations Guideline_v2.0,ict operations,26.1.1,Internet usage,"Any activity that is against the legal entity’s code of conduct, which includes any illegal activities."
ICT Operations Guideline_v2.0,ict operations,26.1.2,Internet usage,Downloading data that is not approved and licensed for business within legal entity.
ICT Operations Guideline_v2.0,ict operations,26.1.3,Internet usage,Attempting to gain unauthorized access to external networks or servers.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,1,General requirements for vulnerability management,It must be ensured that the legal entity is capable of adequately handling vulnerabilities and that a dedicated test program is in place for this purpose.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,1.1,General requirements for vulnerability management,"Vulnerability management procedures must be developed, documented and implemented to ensure that vulnerabilities are identified on a timely basis, assessed accordingly, prioritized, reported, tracked, and resolved."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,1.2,General requirements for vulnerability management,"A sound and comprehensive testing program, encompassing both fundamental and advanced tests, must be established, maintained, and reviewed to identify weaknesses in the digital operational resilience is defined in ID 21 of the ICT Risk Management Guideline. This Guideline provides the operational specifications for the testing types assigned to it under that programme"
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,1.3,General requirements for vulnerability management,"The testing program must follow a risk-based approach, considering the proportionality principle, the evolving ICT risk landscape, any specific risks to which the legal entity or asset is or may be exposed, the criticality of information assets with regard to any of the protection goals and services provided, and other relevant factors such as the overall risk profile or the involvement of ICT third-party service providers."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,1.4,General requirements for vulnerability management,"The testing program must include assessments, tests, methodologies, practices, and tools that are to be applied to both fundamental and advanced tests, which must be performed for all ICT Systems, including applications, supporting critical or important functions, at least annually."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,1.5,General requirements for vulnerability management,"For both fundamental and advanced tests, the testers must be independent and, if internal testers are used, they must have sufficient resources at their disposal and conflicts of interest must be avoided."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,1.6,General requirements for vulnerability management,"Comprehensive procedures for the identification, prioritization and remediation of issues discovered during testing must be in place, including validation procedures to ensure that all identified vulnerabilities, deficiencies or other issues like non-compliances are resolved."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,1.7,General requirements for vulnerability management,"A list of relevant contacts involved in the detection and monitoring of cyber threats and anomalous activities, as well as in vulnerability management, must be established."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,1.8,General requirements for vulnerability management,Results of all testing activities conducted under this Guideline must be reported to the DORT Programme owner for consolidation into the programme-level register and management body reporting in accordance with ID 21 of the ICT Risk Management Guideline.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,2,Vulnerability management of ICT third-party service providers,It must be ensured that risks resulting from vulnerabilities of ICT third-party service providers are also included in the legal entity's vulnerability management.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,2.1,Vulnerability management of ICT third-party service providers,The legal entity must verify that ICT-third party service providers manage vulnerabilities related to the ICT services provided.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,2.2,Vulnerability management of ICT third-party service providers,"The legal entity must verify that those service providers report at least critical vulnerabilities, statistics, and trends to it in a timely manner and request the ICT third-party service provider to investigate vulnerabilities, determine their root causes, and implement appropriate mitigation actions when such vulnerabilities are identified and reported."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,2.3,Vulnerability management of ICT third-party service providers,"When using cloud services, the cloud service provider’s responsibilities for technical vulnerability management must be part of the cloud service contractual agreement (incl. processes for reporting the cloud service provider's actions relating to technical vulnerabilities)."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,3,Threat Intelligence,It must be ensured that the legal entity is always kept up to date with regard to vulnerabilities and emerging threats.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,3.1,Threat Intelligence,"To raise and maintain awareness of vulnerabilities and existing or emerging threats, relevant and trusted sources of information must be regularly identified, collected, analyzed and kept up to date."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,3.2,Threat Intelligence,"Threat intelligence should include up-to-date information about threats and attacks on strategic, tactical, and operational levels: Exchange of high-level information about the changing threat landscape (strategic level) Information about attacker methodologies, tools and technologies involved (tactical level) Details about specific attacks, including technical indicators (operational level)"
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,3.3,Threat Intelligence,"Internal and external potential threats must be collected, monitored and analyzed, taking into account attack scenarios commonly used by threat actors and scenarios based on threat intelligence."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,3.4,Threat Intelligence,"Capabilities and staff must be in place to perform threat intelligence and analyze the impact of vulnerabilities, cyber threats and attacks on the digital operational resilience (DOR)."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,4,Identification of vulnerabilities through fundamental and advanced tests,It must be ensured that both fundamental and advanced tests are properly performed to identify and evaluate vulnerabilities.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,4.1,Identification of vulnerabilities through fundamental and advanced tests,"Vulnerability identification measures must be defined and implemented for IT Assets of the legal entity in a risk-based approach that utilizes adequate assessment and test frequencies and an adequate depth and completeness of assessment and test results per Segregation Area, system criticality with regard to any of the protection goals or system purpose."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,4.2,Identification of vulnerabilities through fundamental and advanced tests,"To identify and evaluate vulnerabilities, security assessments and tests must be conducted regularly as part of the fundamental tests and, if necessary, additionally on an ad-hoc basis. The security assessment and test type (vulnerability assessments and scans, external attack surface scans, source code review and open-source analysis, network security assessments, gap analyses, physical security reviews, questionnaires and scanning software solutions, scenario-based tests, compatibility testing, performance testing, end-to-end testing and penetration testing) must be chosen based on the information asset classification with regard to any of the protection goals, asset type, exposure and the Segregation Area. For internet exposed assets, external attack surface scans should be considered."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,4.3,Identification of vulnerabilities through fundamental and advanced tests,The vulnerability categories and assessment method as well as scope must be defined for all fundamental tests that are defined in this Guideline.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,4.4,Identification of vulnerabilities through fundamental and advanced tests,"If adverse effects are envisioned in the Red Segregation Area, fundamental tests must generally be conducted in the Yellow Segregation Area and only be conducted in other Segregation Areas if it is not possible in the Yellow Segregation Area."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,4.5,Identification of vulnerabilities through fundamental and advanced tests,A security assessment plan must be defined to ensure that the fundamental tests of all IT Assets of the legal entity are scheduled and performed as required.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,4.6,Identification of vulnerabilities through fundamental and advanced tests,Fundamental tests must be conducted by qualified testers that are independent from the security control implementation.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,4.7,Identification of vulnerabilities through fundamental and advanced tests,Appropriate guiding procedures for all fundamental and advanced tests must be defined and documented.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,4.8,Identification of vulnerabilities through fundamental and advanced tests,"Processes for all fundamental and advanced tests must be defined, regularly monitored, and evaluated, for planning and conducting the fundamental and advanced tests to ensure asset coverage, appropriate scoping, timely completion, and reporting."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,4.9,Identification of vulnerabilities through fundamental and advanced tests,"Network security assessments must be conducted to evaluate the effectiveness of network security controls, identify misconfigurations, and detect potential vulnerabilities in the network architecture, including network segmentation, firewall rules, access controls, and network service configurations."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,4.10,Identification of vulnerabilities through fundamental and advanced tests,"Gap analyses must be conducted to systematically identify and document deviations between the current implementation of ICT security controls and the requirements defined in the ICT Risk Management Framework, applicable regulatory requirements, and the digital operational resilience strategy."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,4.11,Identification of vulnerabilities through fundamental and advanced tests,"Questionnaires must be used as a structured assessment method to evaluate the ICT security posture of the legal entity and of ICT third-party service providers where direct technical testing is not feasible, in accordance with ID 2 (Vulnerability management of ICT third-party service providers)."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,5,Penetration tests,"It must be ensured that as part of the security assessments and tests, penetration tests are performed."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,5.1,Penetration tests,Penetration tests must be performed regularly at the defined intervals:
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,5.1.1,Penetration tests,"Penetration tests of all IT applications and their underlying infrastructure assets supporting critical (regarding confidentiality, integrity, availability, or authenticity) or important functions (CIF) and of all KRITIS-relevant assets must be conducted at least every 12 months."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,5.1.2,Penetration tests,Penetration tests of all internet-facing IT applications and their underlying infrastructure assets must be conducted at least every 12 months.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,5.1.3,Penetration tests,"Penetration tests of all IT Applications and their underlying infrastructure assets that are critical regarding confidentiality, integrity, availability, or authenticity must be conducted at least every 12 months."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,5.1.4,Penetration tests,Penetration tests of all other IT Applications and their underlying infrastructure assets infrastructure (that are not covered by 5.1.1.-5.1.3) must be conducted at least every 36 months.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,5.1.5,Penetration tests,"Penetration tests of all IT applications and their underlying infrastructure assets must be conducted upfront before initial deployment into the Red Segregation Area, and whenever security relevant changes are released into the Red Segregation Area."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,5.1.6,Penetration tests,"If network segments (within a network security zone) are segregated, the frequency of penetration tests must be based on the maximum criticality value (regarding confidentiality, integrity, availability, or authenticity) of the assets in the respective segregated network segment within that network security zone."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,5.1.7,Penetration tests,"If network segments (within a network security zone) are not segregated, the frequency of penetration tests for all applications within these unsegregated network segments must be determined based on the maximum criticality value (regarding confidentiality, integrity, availability, or authenticity) of the assets in the respective network segments within that network security zone."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,5.2,Penetration tests,"Penetration tests must be carried out by independent testers with sufficient knowledge, skills, and expertise in testing information security measures and who are not involved in the development of the information security measures."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,5.3,Penetration tests,Vendor rotation must be applied at least every 24 months.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,5.4,Penetration tests,Penetration tests for software as a service (SaaS) provided by third parties must be conducted by the vendor according to contractual agreements based on the requirements for internet-facing IT applications (see above).
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,5.5,Penetration tests,"Type, scope, period, and results of a penetration test must be documented in a traceable manner which is comprehensible for a competent third party."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,5.6,Penetration tests,All detected vulnerabilities must be transferred and addressed to a predefined structured remediation process.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,5.7,Penetration tests,A combination of blackbox and greybox testing should be conducted.
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,6,Vulnerability assessments and scans,"It must be ensured that as part of the security assessments and tests, vulnerability assessments and scans are performed."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,6.1,Vulnerability assessments and scans,"Prior to their deployment, all IT Assets with the exception of Mobile Devices must be onboarded to the vulnerability scanning tool(s)."
ICT Patch and Vulnerability Management Guideline_v2.0,ict patch and vulnerability management,6.2,Vulnerability assessments and scans,"Prior to their deployment or redeployment in the Red Segregation Area, vulnerability assessments must be performed on all IT Assets and ICT services that support critical or important functions."
